id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
429,CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
430,CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
431,CoRoT-29 b,2631,0.85 Jupiters,15.408,2015
432,CoRoT-2 b,696,3.47 Jupiters,12.516,2008
433,CoRoT-30 b,3367,2.9 Jupiters,15.571,2020
434,CoRoT-31 b,6543,0.84 Jupiters,15.479,2020
435,CoRoT-35 b,3664,1.1 Jupiters,15.635,2022
436,CoRoT-36 b,3020,0.68 Jupiters,13.126,2022
437,CoRoT-3 b,2508,21.66 Jupiters,13.448,2008
438,CoRoT-4 b,2370,0.72 Jupiters,13.652,2008
439,CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
440,CoRoT-6 b,2105,2.96 Jupiters,13.961,2009
441,CoRoT-7 b,522,4.07661 Earths,11.728,2009
442,CoRoT-7 c,522,8.4 Earths,11.728,2009
443,CoRoT-7 d,522,17.142 Earths,11.728,2022
444,CoRoT-8 b,1050,0.22 Jupiters,14.792,2010
445,CoRoT-9 b,1347,0.84 Jupiters,13.637,2009
446,CoRoTID 223977153 b,1881,0.15 Jupiters,13.626,2017
447,CT Chamaleontis b,622,17 Jupiters,12.335,2007
448,DE Canum Venaticorum b,100,12.0293 Jupiters,12.956,2018
449,DENIS-P J082303.1-491201 b,68,28.5 Jupiters,18.5577,2013
450,CoRoT-24 b,1930,5.7 Earths,15.383,2014
451,CoRoT-24 c,1930,28 Earths,15.383,2014
452,CoRoT-25 b,3600,0.27 Jupiters,14.79,2013
453,CoRoT-26 b,3409,0.52 Jupiters,15.861,2013
454,CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
455,CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
456,CoRoT-29 b,2631,0.85 Jupiters,15.408,2015
457,CoRoT-2 b,696,3.47 Jupiters,12.516,2008
458,CoRoT-30 b,3367,2.9 Jupiters,15.571,2020
459,CoRoT-31 b,6543,0.84 Jupiters,15.479,2020
460,CoRoT-35 b,3664,1.1 Jupiters,15.635,2022
461,CoRoT-36 b,3020,0.68 Jupiters,13.126,2022
462,CoRoT-3 b,2508,21.66 Jupiters,13.448,2008
463,CoRoT-4 b,2370,0.72 Jupiters,13.652,2008
464,CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
465,CoRoT-6 b,2105,2.96 Jupiters,13.961,2009
466,CoRoT-7 b,522,4.07661 Earths,11.728,2009
467,CoRoT-7 c,522,8.4 Earths,11.728,2009
468,CoRoT-7 d,522,17.142 Earths,11.728,2022
469,CoRoT-8 b,1050,0.22 Jupiters,14.792,2010
470,CoRoT-9 b,1347,0.84 Jupiters,13.637,2009
471,CoRoTID 223977153 b,1881,0.15 Jupiters,13.626,2017
472,CT Chamaleontis b,622,17 Jupiters,12.335,2007
473,DE Canum Venaticorum b,100,12.0293 Jupiters,12.956,2018
474,DENIS-P J082303.1-491201 b,68,28.5 Jupiters,18.5577,2013
475,CoRoT-24 b,1930,5.7 Earths,15.383,2014
476,CoRoT-24 c,1930,28 Earths,15.383,2014
477,CoRoT-25 b,3600,0.27 Jupiters,14.79,2013
478,CoRoT-26 b,3409,0.52 Jupiters,15.861,2013
479,CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
480,CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
481,CoRoT-29 b,2631,0.85 Jupiters,15.408,2015
482,CoRoT-2 b,696,3.47 Jupiters,12.516,2008
483,CoRoT-30 b,3367,2.9 Jupiters,15.571,2020
484,CoRoT-31 b,6543,0.84 Jupiters,15.479,2020
485,CoRoT-35 b,3664,1.1 Jupiters,15.635,2022
486,CoRoT-36 b,3020,0.68 Jupiters,13.126,2022
487,CoRoT-3 b,2508,21.66 Jupiters,13.448,2008
488,CoRoT-4 b,2370,0.72 Jupiters,13.652,2008
489,CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
490,CoRoT-6 b,2105,2.96 Jupiters,13.961,2009
491,CoRoT-7 b,522,4.07661 Earths,11.728,2009
492,CoRoT-7 c,522,8.4 Earths,11.728,2009
493,CoRoT-7 d,522,17.142 Earths,11.728,2022
494,CoRoT-8 b,1050,0.22 Jupiters,14.792,2010
495,CoRoT-9 b,1347,0.84 Jupiters,13.637,2009
496,CoRoTID 223977153 b,1881,0.15 Jupiters,13.626,2017
497,CT Chamaleontis b,622,17 Jupiters,12.335,2007
498,DE Canum Venaticorum b,100,12.0293 Jupiters,12.956,2018
499,DENIS-P J082303.1-491201 b,68,28.5 Jupiters,18.5577,2013
500,CoRoT-24 b,1930,5.7 Earths,15.383,2014
501,CoRoT-24 c,1930,28 Earths,15.383,2014
502,CoRoT-25 b,3600,0.27 Jupiters,14.79,2013
503,CoRoT-26 b,3409,0.52 Jupiters,15.861,2013
504,CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
505,CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
506,CoRoT-29 b,2631,0.85 Jupiters,15.408,2015
507,CoRoT-2 b,696,3.47 Jupiters,12.516,2008
508,CoRoT-30 b,3367,2.9 Jupiters,15.571,2020
509,CoRoT-31 b,6543,0.84 Jupiters,15.479,2020
510,CoRoT-35 b,3664,1.1 Jupiters,15.635,2022
511,CoRoT-36 b,3020,0.68 Jupiters,13.126,2022
512,CoRoT-3 b,2508,21.66 Jupiters,13.448,2008
513,CoRoT-4 b,2370,0.72 Jupiters,13.652,2008
514,CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
515,CoRoT-6 b,2105,2.96 Jupiters,13.961,2009
516,CoRoT-7 b,522,4.07661 Earths,11.728,2009
517,CoRoT-7 c,522,8.4 Earths,11.728,2009
518,CoRoT-7 d,522,17.142 Earths,11.728,2022
519,CoRoT-8 b,1050,0.22 Jupiters,14.792,2010
520,CoRoT-9 b,1347,0.84 Jupiters,13.637,2009
521,CoRoTID 223977153 b,1881,0.15 Jupiters,13.626,2017
522,CT Chamaleontis b,622,17 Jupiters,12.335,2007
523,DE Canum Venaticorum b,100,12.0293 Jupiters,12.956,2018
524,DENIS-P J082303.1-491201 b,68,28.5 Jupiters,18.5577,2013
525,CoRoT-24 b,1930,5.7 Earths,15.383,2014
526,CoRoT-24 c,1930,28 Earths,15.383,2014
527,CoRoT-25 b,3600,0.27 Jupiters,14.79,2013
528,CoRoT-26 b,3409,0.52 Jupiters,15.861,2013
529,CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
530,CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
531,CoRoT-29 b,2631,0.85 Jupiters,15.408,2015
532,CoRoT-2 b,696,3.47 Jupiters,12.516,2008
533,CoRoT-30 b,3367,2.9 Jupiters,15.571,2020
534,CoRoT-31 b,6543,0.84 Jupiters,15.479,2020
535,CoRoT-35 b,3664,1.1 Jupiters,15.635,2022
536,CoRoT-36 b,3020,0.68 Jupiters,13.126,2022
537,CoRoT-3 b,2508,21.66 Jupiters,13.448,2008
538,CoRoT-4 b,2370,0.72 Jupiters,13.652,2008
539,CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
540,CoRoT-6 b,2105,2.96 Jupiters,13.961,2009
541,CoRoT-7 b,522,4.07661 Earths,11.728,2009
542,CoRoT-7 c,522,8.4 Earths,11.728,2009
543,CoRoT-7 d,522,17.142 Earths,11.728,2022
544,CoRoT-8 b,1050,0.22 Jupiters,14.792,2010
545,CoRoT-9 b,1347,0.84 Jupiters,13.637,2009
546,CoRoTID 223977153 b,1881,0.15 Jupiters,13.626,2017
547,CT Chamaleontis b,622,17 Jupiters,12.335,2007
548,DE Canum Venaticorum b,100,12.0293 Jupiters,12.956,2018
549,DENIS-P J082303.1-491201 b,68,28.5 Jupiters,18.5577,2013
550,CoRoT-24 b,1930,5.7 Earths,15.383,2014
551,CoRoT-24 c,1930,28 Earths,15.383,2014
552,CoRoT-25 b,3600,0.27 Jupiters,14.79,2013
553,CoRoT-26 b,3409,0.52 Jupiters,15.861,2013
554,CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
555,CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
556,CoRoT-29 b,2631,0.85 Jupiters,15.408,2015
557,CoRoT-2 b,696,3.47 Jupiters,12.516,2008
558,CoRoT-30 b,3367,2.9 Jupiters,15.571,2020
559,CoRoT-31 b,6543,0.84 Jupiters,15.479,2020
560,CoRoT-35 b,3664,1.1 Jupiters,15.635,2022
561,CoRoT-36 b,3020,0.68 Jupiters,13.126,2022
562,CoRoT-3 b,2508,21.66 Jupiters,13.448,2008
563,CoRoT-4 b,2370,0.72 Jupiters,13.652,2008
564,CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
565,CoRoT-6 b,2105,2.96 Jupiters,13.961,2009
566,CoRoT-7 b,522,4.07661 Earths,11.728,2009
567,CoRoT-7 c,522,8.4 Earths,11.728,2009
568,CoRoT-7 d,522,17.142 Earths,11.728,2022
569,CoRoT-8 b,1050,0.22 Jupiters,14.792,2010
570,CoRoT-9 b,1347,0.84 Jupiters,13.637,2009
571,CoRoTID 223977153 b,1881,0.15 Jupiters,13.626,2017
572,CT Chamaleontis b,622,17 Jupiters,12.335,2007
573,DE Canum Venaticorum b,100,12.0293 Jupiters,12.956,2018
574,DENIS-P J082303.1-491201 b,68,28.5 Jupiters,18.5577,2013
575,CoRoT-24 b,1930,5.7 Earths,15.383,2014
576,CoRoT-24 c,1930,28 Earths,15.383,2014
577,CoRoT-25 b,3600,0.27 Jupiters,14.79,2013
578,CoRoT-26 b,3409,0.52 Jupiters,15.861,2013
579,CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
580,CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
581,CoRoT-29 b,2631,0.85 Jupiters,15.408,2015
582,CoRoT-2 b,696,3.47 Jupiters,12.516,2008
583,CoRoT-30 b,3367,2.9 Jupiters,15.571,2020
584,CoRoT-31 b,6543,0.84 Jupiters,15.479,2020
585,CoRoT-35 b,3664,1.1 Jupiters,15.635,2022
586,CoRoT-36 b,3020,0.68 Jupiters,13.126,2022
587,CoRoT-3 b,2508,21.66 Jupiters,13.448,2008
588,CoRoT-4 b,2370,0.72 Jupiters,13.652,2008
589,CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
590,CoRoT-6 b,2105,2.96 Jupiters,13.961,2009
591,CoRoT-7 b,522,4.07661 Earths,11.728,2009
592,CoRoT-7 c,522,8.4 Earths,11.728,2009
593,CoRoT-7 d,522,17.142 Earths,11.728,2022
594,CoRoT-8 b,1050,0.22 Jupiters,14.792,2010
595,CoRoT-9 b,1347,0.84 Jupiters,13.637,2009
596,CoRoTID 223977153 b,1881,0.15 Jupiters,13.626,2017
597,CT Chamaleontis b,622,17 Jupiters,12.335,2007
598,DE Canum Venaticorum b,100,12.0293 Jupiters,12.956,2018
599,DENIS-P J082303.1-491201 b,68,28.5 Jupiters,18.5577,2013
600,EPIC 249893012 d,1048,10.18 Earths,11.429,2020
601,Epsilon Coronae Borealis b,228,6.7 Jupiters,4.12577,2012
602,Epsilon Eridani b,10,0.66 Jupiters,3.71548,2000
603,Epsilon Indi A b,12,3.25 Jupiters,4.69,2019
604,Epsilon Tauri b,155,7.6 Jupiters,3.523,2006
605,FU Tauri b,435,16 Jupiters,15.2412,2008
606,G 264-012 b,52,2.5 Earths,13.078,2021
607,G 264-012 c,52,3.75 Earths,13.078,2021
608,G 9-40 b,91,4.76 Earths,13.821,2019
609,Gaia-1 b,1186,1.68 Jupiters,13.242,2022
610,Gaia-2 b,683,0.817 Jupiters,11.277,2022
611,gam1 Leonis b,130,8.78 Jupiters,1.99509,2009
612,Gamma Cephei b,46,9.4 Jupiters,3.23006,2003
613,Gamma Librae b,155,1.02 Jupiters,3.90672,2018
614,Gamma Librae c,155,4.58 Jupiters,3.90672,2018
615,Gamma Piscium b,135,1.34 Jupiters,3.69252,2021
616,GJ 1061 b,12,1.37 Earths,12.7,2020
617,GJ 1061 c,12,1.74 Earths,12.7,2020
618,GJ 1061 d,12,1.64 Earths,12.7,2020
619,GJ 1132 b,41,1.66 Earths,13.68,2015
620,GJ 1132 c,41,2.64 Earths,13.68,2018
621,GJ 1148 b,36,0.30425 Jupiters,11.939,2010
622,GJ 1148 c,36,0.21414 Jupiters,11.939,2017
623,GJ 1214 b,48,8.17 Earths,15.1,2009
624,GJ 1252 b,66,1.32 Earths,12.68,2020
625,EPIC 249893012 d,1048,10.18 Earths,11.429,2020
626,Epsilon Coronae Borealis b,228,6.7 Jupiters,4.12577,2012
627,Epsilon Eridani b,10,0.66 Jupiters,3.71548,2000
628,Epsilon Indi A b,12,3.25 Jupiters,4.69,2019
629,Epsilon Tauri b,155,7.6 Jupiters,3.523,2006
630,FU Tauri b,435,16 Jupiters,15.2412,2008
631,G 264-012 b,52,2.5 Earths,13.078,2021
632,G 264-012 c,52,3.75 Earths,13.078,2021
633,G 9-40 b,91,4.76 Earths,13.821,2019
634,Gaia-1 b,1186,1.68 Jupiters,13.242,2022
635,Gaia-2 b,683,0.817 Jupiters,11.277,2022
636,gam1 Leonis b,130,8.78 Jupiters,1.99509,2009
637,Gamma Cephei b,46,9.4 Jupiters,3.23006,2003
638,Gamma Librae b,155,1.02 Jupiters,3.90672,2018
639,Gamma Librae c,155,4.58 Jupiters,3.90672,2018
640,Gamma Piscium b,135,1.34 Jupiters,3.69252,2021
641,GJ 1061 b,12,1.37 Earths,12.7,2020
642,GJ 1061 c,12,1.74 Earths,12.7,2020
643,GJ 1061 d,12,1.64 Earths,12.7,2020
644,GJ 1132 b,41,1.66 Earths,13.68,2015
645,GJ 1132 c,41,2.64 Earths,13.68,2018
646,GJ 1148 b,36,0.30425 Jupiters,11.939,2010
647,GJ 1148 c,36,0.21414 Jupiters,11.939,2017
648,GJ 1214 b,48,8.17 Earths,15.1,2009
649,GJ 1252 b,66,1.32 Earths,12.68,2020
650,EPIC 249893012 d,1048,10.18 Earths,11.429,2020
651,Epsilon Coronae Borealis b,228,6.7 Jupiters,4.12577,2012
652,Epsilon Eridani b,10,0.66 Jupiters,3.71548,2000
653,Epsilon Indi A b,12,3.25 Jupiters,4.69,2019
654,Epsilon Tauri b,155,7.6 Jupiters,3.523,2006
655,FU Tauri b,435,16 Jupiters,15.2412,2008
656,G 264-012 b,52,2.5 Earths,13.078,2021
657,G 264-012 c,52,3.75 Earths,13.078,2021
658,G 9-40 b,91,4.76 Earths,13.821,2019
659,Gaia-1 b,1186,1.68 Jupiters,13.242,2022
660,Gaia-2 b,683,0.817 Jupiters,11.277,2022
661,gam1 Leonis b,130,8.78 Jupiters,1.99509,2009
662,Gamma Cephei b,46,9.4 Jupiters,3.23006,2003
663,Gamma Librae b,155,1.02 Jupiters,3.90672,2018
664,Gamma Librae c,155,4.58 Jupiters,3.90672,2018
665,Gamma Piscium b,135,1.34 Jupiters,3.69252,2021
666,GJ 1061 b,12,1.37 Earths,12.7,2020
667,GJ 1061 c,12,1.74 Earths,12.7,2020
668,GJ 1061 d,12,1.64 Earths,12.7,2020
669,GJ 1132 b,41,1.66 Earths,13.68,2015
670,GJ 1132 c,41,2.64 Earths,13.68,2018
671,GJ 1148 b,36,0.30425 Jupiters,11.939,2010
672,GJ 1148 c,36,0.21414 Jupiters,11.939,2017
673,GJ 1214 b,48,8.17 Earths,15.1,2009
674,GJ 1252 b,66,1.32 Earths,12.68,2020
675,EPIC 249893012 d,1048,10.18 Earths,11.429,2020
676,Epsilon Coronae Borealis b,228,6.7 Jupiters,4.12577,2012
677,Epsilon Eridani b,10,0.66 Jupiters,3.71548,2000
678,Epsilon Indi A b,12,3.25 Jupiters,4.69,2019
679,Epsilon Tauri b,155,7.6 Jupiters,3.523,2006
680,FU Tauri b,435,16 Jupiters,15.2412,2008
681,G 264-012 b,52,2.5 Earths,13.078,2021
682,G 264-012 c,52,3.75 Earths,13.078,2021
683,G 9-40 b,91,4.76 Earths,13.821,2019
684,Gaia-1 b,1186,1.68 Jupiters,13.242,2022
685,Gaia-2 b,683,0.817 Jupiters,11.277,2022
686,gam1 Leonis b,130,8.78 Jupiters,1.99509,2009
687,Gamma Cephei b,46,9.4 Jupiters,3.23006,2003
688,Gamma Librae b,155,1.02 Jupiters,3.90672,2018
689,Gamma Librae c,155,4.58 Jupiters,3.90672,2018
690,Gamma Piscium b,135,1.34 Jupiters,3.69252,2021
691,GJ 1061 b,12,1.37 Earths,12.7,2020
692,GJ 1061 c,12,1.74 Earths,12.7,2020
693,GJ 1061 d,12,1.64 Earths,12.7,2020
694,GJ 1132 b,41,1.66 Earths,13.68,2015
695,GJ 1132 c,41,2.64 Earths,13.68,2018
696,GJ 1148 b,36,0.30425 Jupiters,11.939,2010
697,GJ 1148 c,36,0.21414 Jupiters,11.939,2017
698,GJ 1214 b,48,8.17 Earths,15.1,2009
699,GJ 1252 b,66,1.32 Earths,12.68,2020
700,EPIC 249893012 d,1048,10.18 Earths,11.429,2020
701,Epsilon Coronae Borealis b,228,6.7 Jupiters,4.12577,2012
702,Epsilon Eridani b,10,0.66 Jupiters,3.71548,2000
703,Epsilon Indi A b,12,3.25 Jupiters,4.69,2019
704,Epsilon Tauri b,155,7.6 Jupiters,3.523,2006
705,FU Tauri b,435,16 Jupiters,15.2412,2008
706,G 264-012 b,52,2.5 Earths,13.078,2021
707,G 264-012 c,52,3.75 Earths,13.078,2021
708,G 9-40 b,91,4.76 Earths,13.821,2019
709,Gaia-1 b,1186,1.68 Jupiters,13.242,2022
710,Gaia-2 b,683,0.817 Jupiters,11.277,2022
711,gam1 Leonis b,130,8.78 Jupiters,1.99509,2009
712,Gamma Cephei b,46,9.4 Jupiters,3.23006,2003
713,Gamma Librae b,155,1.02 Jupiters,3.90672,2018
714,Gamma Librae c,155,4.58 Jupiters,3.90672,2018
715,Gamma Piscium b,135,1.34 Jupiters,3.69252,2021
716,GJ 1061 b,12,1.37 Earths,12.7,2020
717,GJ 1061 c,12,1.74 Earths,12.7,2020
718,GJ 1061 d,12,1.64 Earths,12.7,2020
719,GJ 1132 b,41,1.66 Earths,13.68,2015
720,GJ 1132 c,41,2.64 Earths,13.68,2018
721,GJ 1148 b,36,0.30425 Jupiters,11.939,2010
722,GJ 1148 c,36,0.21414 Jupiters,11.939,2017
723,GJ 1214 b,48,8.17 Earths,15.1,2009
724,GJ 1252 b,66,1.32 Earths,12.68,2020
725,EPIC 249893012 d,1048,10.18 Earths,11.429,2020
726,Epsilon Coronae Borealis b,228,6.7 Jupiters,4.12577,2012
727,Epsilon Eridani b,10,0.66 Jupiters,3.71548,2000
728,Epsilon Indi A b,12,3.25 Jupiters,4.69,2019
729,Epsilon Tauri b,155,7.6 Jupiters,3.523,2006
730,FU Tauri b,435,16 Jupiters,15.2412,2008
731,G 264-012 b,52,2.5 Earths,13.078,2021
732,G 264-012 c,52,3.75 Earths,13.078,2021
733,G 9-40 b,91,4.76 Earths,13.821,2019
734,Gaia-1 b,1186,1.68 Jupiters,13.242,2022
735,Gaia-2 b,683,0.817 Jupiters,11.277,2022
736,gam1 Leonis b,130,8.78 Jupiters,1.99509,2009
737,Gamma Cephei b,46,9.4 Jupiters,3.23006,2003
738,Gamma Librae b,155,1.02 Jupiters,3.90672,2018
739,Gamma Librae c,155,4.58 Jupiters,3.90672,2018
740,Gamma Piscium b,135,1.34 Jupiters,3.69252,2021
741,GJ 1061 b,12,1.37 Earths,12.7,2020
742,GJ 1061 c,12,1.74 Earths,12.7,2020
743,GJ 1061 d,12,1.64 Earths,12.7,2020
744,GJ 1132 b,41,1.66 Earths,13.68,2015
745,GJ 1132 c,41,2.64 Earths,13.68,2018
746,GJ 1148 b,36,0.30425 Jupiters,11.939,2010
747,GJ 1148 c,36,0.21414 Jupiters,11.939,2017
748,GJ 1214 b,48,8.17 Earths,15.1,2009
749,GJ 1252 b,66,1.32 Earths,12.68,2020
750,EPIC 249893012 d,1048,10.18 Earths,11.429,2020
751,Epsilon Coronae Borealis b,228,6.7 Jupiters,4.12577,2012
752,Epsilon Eridani b,10,0.66 Jupiters,3.71548,2000
753,Epsilon Indi A b,12,3.25 Jupiters,4.69,2019
754,Epsilon Tauri b,155,7.6 Jupiters,3.523,2006
755,FU Tauri b,435,16 Jupiters,15.2412,2008
756,G 264-012 b,52,2.5 Earths,13.078,2021
757,G 264-012 c,52,3.75 Earths,13.078,2021
758,G 9-40 b,91,4.76 Earths,13.821,2019
759,Gaia-1 b,1186,1.68 Jupiters,13.242,2022
760,Gaia-2 b,683,0.817 Jupiters,11.277,2022
761,gam1 Leonis b,130,8.78 Jupiters,1.99509,2009
762,Gamma Cephei b,46,9.4 Jupiters,3.23006,2003
763,Gamma Librae b,155,1.02 Jupiters,3.90672,2018
764,Gamma Librae c,155,4.58 Jupiters,3.90672,2018
765,Gamma Piscium b,135,1.34 Jupiters,3.69252,2021
766,GJ 1061 b,12,1.37 Earths,12.7,2020
767,GJ 1061 c,12,1.74 Earths,12.7,2020
768,GJ 1061 d,12,1.64 Earths,12.7,2020
769,GJ 1132 b,41,1.66 Earths,13.68,2015
770,GJ 1132 c,41,2.64 Earths,13.68,2018
771,GJ 1148 b,36,0.30425 Jupiters,11.939,2010
772,GJ 1148 c,36,0.21414 Jupiters,11.939,2017
773,GJ 1214 b,48,8.17 Earths,15.1,2009
774,GJ 1252 b,66,1.32 Earths,12.68,2020
775,EPIC 249893012 d,1048,10.18 Earths,11.429,2020
776,Epsilon Coronae Borealis b,228,6.7 Jupiters,4.12577,2012
777,Epsilon Eridani b,10,0.66 Jupiters,3.71548,2000
778,Epsilon Indi A b,12,3.25 Jupiters,4.69,2019
779,Epsilon Tauri b,155,7.6 Jupiters,3.523,2006
780,FU Tauri b,435,16 Jupiters,15.2412,2008
781,G 264-012 b,52,2.5 Earths,13.078,2021
782,G 264-012 c,52,3.75 Earths,13.078,2021
783,G 9-40 b,91,4.76 Earths,13.821,2019
784,Gaia-1 b,1186,1.68 Jupiters,13.242,2022
785,Gaia-2 b,683,0.817 Jupiters,11.277,2022
786,gam1 Leonis b,130,8.78 Jupiters,1.99509,2009
787,Gamma Cephei b,46,9.4 Jupiters,3.23006,2003
788,Gamma Librae b,155,1.02 Jupiters,3.90672,2018
789,Gamma Librae c,155,4.58 Jupiters,3.90672,2018
790,Gamma Piscium b,135,1.34 Jupiters,3.69252,2021
791,GJ 1061 b,12,1.37 Earths,12.7,2020
792,GJ 1061 c,12,1.74 Earths,12.7,2020
793,GJ 1061 d,12,1.64 Earths,12.7,2020
794,GJ 1132 b,41,1.66 Earths,13.68,2015
795,GJ 1132 c,41,2.64 Earths,13.68,2018
796,GJ 1148 b,36,0.30425 Jupiters,11.939,2010
797,GJ 1148 c,36,0.21414 Jupiters,11.939,2017
798,GJ 1214 b,48,8.17 Earths,15.1,2009
799,GJ 1252 b,66,1.32 Earths,12.68,2020
800,EPIC 249893012 d,1048,10.18 Earths,11.429,2020
801,Epsilon Coronae Borealis b,228,6.7 Jupiters,4.12577,2012
802,Epsilon Eridani b,10,0.66 Jupiters,3.71548,2000
803,Epsilon Indi A b,12,3.25 Jupiters,4.69,2019
804,Epsilon Tauri b,155,7.6 Jupiters,3.523,2006
805,FU Tauri b,435,16 Jupiters,15.2412,2008
806,G 264-012 b,52,2.5 Earths,13.078,2021
807,G 264-012 c,52,3.75 Earths,13.078,2021
808,G 9-40 b,91,4.76 Earths,13.821,2019
809,Gaia-1 b,1186,1.68 Jupiters,13.242,2022
810,Gaia-2 b,683,0.817 Jupiters,11.277,2022
811,gam1 Leonis b,130,8.78 Jupiters,1.99509,2009
812,Gamma Cephei b,46,9.4 Jupiters,3.23006,2003
813,Gamma Librae b,155,1.02 Jupiters,3.90672,2018
814,Gamma Librae c,155,4.58 Jupiters,3.90672,2018
815,Gamma Piscium b,135,1.34 Jupiters,3.69252,2021
816,GJ 1061 b,12,1.37 Earths,12.7,2020
817,GJ 1061 c,12,1.74 Earths,12.7,2020
818,GJ 1061 d,12,1.64 Earths,12.7,2020
819,GJ 1132 b,41,1.66 Earths,13.68,2015
820,GJ 1132 c,41,2.64 Earths,13.68,2018
821,GJ 1148 b,36,0.30425 Jupiters,11.939,2010
822,GJ 1148 c,36,0.21414 Jupiters,11.939,2017
823,GJ 1214 b,48,8.17 Earths,15.1,2009
824,GJ 1252 b,66,1.32 Earths,12.68,2020
825,EPIC 249893012 d,1048,10.18 Earths,11.429,2020
826,Epsilon Coronae Borealis b,228,6.7 Jupiters,4.12577,2012
827,Epsilon Eridani b,10,0.66 Jupiters,3.71548,2000
828,Epsilon Indi A b,12,3.25 Jupiters,4.69,2019
829,Epsilon Tauri b,155,7.6 Jupiters,3.523,2006
830,FU Tauri b,435,16 Jupiters,15.2412,2008
831,G 264-012 b,52,2.5 Earths,13.078,2021
832,G 264-012 c,52,3.75 Earths,13.078,2021
833,G 9-40 b,91,4.76 Earths,13.821,2019
834,Gaia-1 b,1186,1.68 Jupiters,13.242,2022
835,Gaia-2 b,683,0.817 Jupiters,11.277,2022
836,gam1 Leonis b,130,8.78 Jupiters,1.99509,2009
837,Gamma Cephei b,46,9.4 Jupiters,3.23006,2003
838,Gamma Librae b,155,1.02 Jupiters,3.90672,2018
839,Gamma Librae c,155,4.58 Jupiters,3.90672,2018
840,Gamma Piscium b,135,1.34 Jupiters,3.69252,2021
841,GJ 1061 b,12,1.37 Earths,12.7,2020
842,GJ 1061 c,12,1.74 Earths,12.7,2020
843,GJ 1061 d,12,1.64 Earths,12.7,2020
844,GJ 1132 b,41,1.66 Earths,13.68,2015
845,GJ 1132 c,41,2.64 Earths,13.68,2018
846,GJ 1148 b,36,0.30425 Jupiters,11.939,2010
847,GJ 1148 c,36,0.21414 Jupiters,11.939,2017
848,GJ 1214 b,48,8.17 Earths,15.1,2009
849,GJ 1252 b,66,1.32 Earths,12.68,2020
850,EPIC 249893012 d,1048,10.18 Earths,11.429,2020
851,Epsilon Coronae Borealis b,228,6.7 Jupiters,4.12577,2012
852,Epsilon Eridani b,10,0.66 Jupiters,3.71548,2000
853,Epsilon Indi A b,12,3.25 Jupiters,4.69,2019
854,Epsilon Tauri b,155,7.6 Jupiters,3.523,2006
855,FU Tauri b,435,16 Jupiters,15.2412,2008
856,G 264-012 b,52,2.5 Earths,13.078,2021
857,G 264-012 c,52,3.75 Earths,13.078,2021
858,G 9-40 b,91,4.76 Earths,13.821,2019
859,Gaia-1 b,1186,1.68 Jupiters,13.242,2022
860,Gaia-2 b,683,0.817 Jupiters,11.277,2022
861,gam1 Leonis b,130,8.78 Jupiters,1.99509,2009
862,Gamma Cephei b,46,9.4 Jupiters,3.23006,2003
863,Gamma Librae b,155,1.02 Jupiters,3.90672,2018
864,Gamma Librae c,155,4.58 Jupiters,3.90672,2018
865,Gamma Piscium b,135,1.34 Jupiters,3.69252,2021
866,GJ 1061 b,12,1.37 Earths,12.7,2020
867,GJ 1061 c,12,1.74 Earths,12.7,2020
868,GJ 1061 d,12,1.64 Earths,12.7,2020
869,GJ 1132 b,41,1.66 Earths,13.68,2015
870,GJ 1132 c,41,2.64 Earths,13.68,2018
871,GJ 1148 b,36,0.30425 Jupiters,11.939,2010
872,GJ 1148 c,36,0.21414 Jupiters,11.939,2017
873,GJ 1214 b,48,8.17 Earths,15.1,2009
874,GJ 1252 b,66,1.32 Earths,12.68,2020
875,EPIC 249893012 d,1048,10.18 Earths,11.429,2020
876,Epsilon Coronae Borealis b,228,6.7 Jupiters,4.12577,2012
877,Epsilon Eridani b,10,0.66 Jupiters,3.71548,2000
878,Epsilon Indi A b,12,3.25 Jupiters,4.69,2019
879,Epsilon Tauri b,155,7.6 Jupiters,3.523,2006
880,FU Tauri b,435,16 Jupiters,15.2412,2008
881,G 264-012 b,52,2.5 Earths,13.078,2021
882,G 264-012 c,52,3.75 Earths,13.078,2021
